Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle,1st Road Class & No
130266443,426807,438043,2,28-Jun-13,630,A,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,37,Motorcycle over 50cc and up to 125cc,
130266506,430758,436693,1,28-Jun-13,1028,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,83,Goods vehicle 3.5 tonnes mgw and under,
130266967,428620,426410,1,28-Jun-13,1605,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Motorcycle over 125cc and up to 500cc,
130268048,421629,433000,2,29-Jun-13,1235,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Motorcycle over 500cc,
130268117,422984,432938,2,29-Jun-13,1305,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,10,Pedal cycle,
130268839,423521,434603,3,30-Jun-13,225,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,31,Car,
130268891,423542,435416,2,29-Jun-13,950,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car,
130268891,423542,435416,2,29-Jun-13,950,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,28,Car,
130269706,425644,428683,1,30-Jun-13,1710,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,8,Car,
130269826,431950,428160,2,30-Jun-13,1840,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,Car,
130270083,422849,439548,2,30-Jun-13,2320,Unclassified,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,Driver,Slight,Male,26,Car,
130270083,422849,439548,2,30-Jun-13,2320,Unclassified,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,Driver,Slight,Male,33,Car,
130270603,429031,431988,2,01-Jul-13,1105,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,55,Car,
130270864,433392,436163,1,01-Jul-13,1439,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,81,Car,
130271035,430635,433451,1,29-Jun-13,1915,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,9,Taxi/Private hire car,
130271319,431776,435546,2,01-Jul-13,1653,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle,
130271340,428472,435200,2,01-Jul-13,1714,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car,
130271470,424088,427946,4,01-Jul-13,1755,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Car,
130272254,430757,436693,2,02-Jul-13,759,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car,
130272254,430757,436693,2,02-Jul-13,759,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Car,
130272439,426429,428503,2,02-Jul-13,1255,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Motorcycle over 50cc and up to 125cc,
130273591,443582,437989,2,03-Jul-13,732,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car,
130273591,443582,437989,2,03-Jul-13,732,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,39,Car,
130274017,431715,439290,2,03-Jul-13,1402,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car,
130274017,431715,439290,2,03-Jul-13,1402,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car,
130274362,435854,445346,3,03-Jul-13,1625,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,39,Goods vehicle 3.5 tonnes mgw and under,
130274384,430108,438107,2,03-Jul-13,1740,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Pedal cycle,
130274417,438592,427214,3,03-Jul-13,1745,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car,
130274417,438592,427214,3,03-Jul-13,1745,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car,
130274417,438592,427214,3,03-Jul-13,1745,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car,
130274417,438592,427214,3,03-Jul-13,1745,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,1,Car,
130274417,438592,427214,3,03-Jul-13,1745,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Car,
130274417,438592,427214,3,03-Jul-13,1745,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car,
130274528,434955,431187,1,03-Jul-13,1820,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,54,Car,
130276159,423575,437573,2,04-Jul-13,1930,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,38,Car,
130276897,427094,437387,3,05-Jul-13,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Car,
130276897,427094,437387,3,05-Jul-13,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car,
130276897,427094,437387,3,05-Jul-13,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car,
130276914,431637,434455,1,05-Jul-13,957,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,65,Car,
130277056,426088,427233,2,05-Jul-13,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car,
130277056,426088,427233,2,05-Jul-13,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Taxi/Private hire car,
130277580,427600,431168,1,05-Jul-13,1700,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,47,Bus or coach (17 or more passenger seats),
130277672,432187,425987,2,05-Jul-13,1300,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car,
130278035,429440,437311,2,06-Jul-13,314,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Goods vehicle 3.5 tonnes mgw and under,
130278035,429440,437311,2,06-Jul-13,314,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Goods vehicle 3.5 tonnes mgw and under,
130278077,432335,426500,2,05-Jul-13,1055,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,61,Goods vehicle 7.5 tonnes mgw and over,
130278477,429693,435248,1,05-Jul-13,1745,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,18,Car,
130278996,426317,428161,1,06-Jul-13,1815,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,24,Pedal cycle,
130279511,421916,429274,2,07-Jul-13,850,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,Car,
130279511,421916,429274,2,07-Jul-13,850,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Car,
130279622,429972,436559,1,07-Jul-13,641,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car,
130279970,436794,433820,1,07-Jul-13,1450,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,12,Taxi/Private hire car,
130280710,430078,431177,1,06-Jul-13,1330,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,21,Car,
130281019,429564,434817,1,08-Jul-13,1040,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,80,Bus or coach (17 or more passenger seats),
130281143,431295,434130,2,01-Jul-13,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,11,M/cycle 50cc and under,
130281356,435287,428876,2,08-Jul-13,1150,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,56,Car,
130281495,425987,439407,2,01-Jul-13,1442,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,M/cycle 50cc and under,
130281654,427814,432652,2,07-Jul-13,2005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,22,Car,
130281720,426039,427753,2,05-Jul-13,1540,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car,
130281807,443063,433537,2,08-Jul-13,1710,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car,
130281807,443063,433537,2,08-Jul-13,1710,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car,
130281807,443063,433537,2,08-Jul-13,1710,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Car,
130281815,426513,435654,2,01-Jul-13,1830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle,
130282069,435714,436949,1,08-Jul-13,2130,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Male,26,Car,
130282229,430034,431017,2,09-Jul-13,554,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car,
130283363,430311,433394,1,09-Jul-13,1034,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats),
130283744,428617,436982,1,09-Jul-13,2100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,51,Car,
130284312,430234,433274,2,10-Jul-13,1202,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Pedal cycle,
130284555,437172,433464,1,10-Jul-13,1320,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,86,Bus or coach (17 or more passenger seats),
130284706,423724,438177,2,10-Jul-13,1010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,87,Car,
130284706,423724,438177,2,10-Jul-13,1010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,78,Car,
130284824,428877,429800,2,04-Jul-13,1630,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Motorcycle over 50cc and up to 125cc,
130284880,430185,431955,3,10-Jul-13,1625,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car,
130285823,432028,438844,2,11-Jul-13,935,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,78,Car,
130285941,421553,435967,2,11-Jul-13,920,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car,
130286517,430786,437618,2,11-Jul-13,1538,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Motorcycle over 50cc and up to 125cc,
130286697,430489,432374,1,11-Jul-13,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car,
130286918,421465,442068,1,11-Jul-13,2050,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under,
130287450,428673,437007,2,12-Jul-13,1050,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Pedal cycle,
130287694,420931,434397,2,12-Jul-13,950,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car,
130287969,430351,427757,1,12-Jul-13,1417,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,86,Bus or coach (17 or more passenger seats),
130287994,425905,436257,2,11-Jul-13,2015,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Pedal cycle,
130288081,426375,431708,2,12-Jul-13,1620,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Pedal cycle,
130288173,429692,433788,2,12-Jul-13,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Motorcycle over 500cc,
130288288,420882,439874,2,12-Jul-13,1835,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,4,Pedal cycle,
130288413,420268,446142,1,12-Jul-13,1551,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,23,Car,
130288896,440027,432378,1,08-Jul-13,2205,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,21,Car,
130289238,439058,431838,2,14-Jul-13,1050,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,52,Motorcycle over 500cc,
130289310,429448,437312,2,01-Jul-13,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car,
130289312,444753,432818,1,13-Jul-13,1612,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,69,Car,
130289935,429896,431838,1,14-Jul-13,627,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car,
130290146,436159,434689,3,14-Jul-13,1018,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Pedal cycle,
130290257,424613,435104,2,14-Jul-13,1320,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car,
130290798,436274,434261,2,14-Jul-13,1835,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Motorcycle over 500cc,
130290798,436274,434261,2,14-Jul-13,1835,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,60,Motorcycle over 500cc,
130291048,430033,431018,2,15-Jul-13,105,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car,
130291048,430033,431018,2,15-Jul-13,105,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car,
130291048,430033,431018,2,15-Jul-13,105,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,Car,
130291124,430452,437509,2,15-Jul-13,710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car,
130291124,430452,437509,2,15-Jul-13,710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Car,
130291639,429943,433099,2,16-Jul-13,710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Pedal cycle,
130291661,430675,434580,2,26-Jun-13,1235,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,44,Bus or coach (17 or more passenger seats),
130292406,439365,432427,2,01-Jul-13,1910,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,37,Motorcycle over 50cc and up to 125cc,
130292784,430826,433935,2,16-Jul-13,840,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Pedal cycle,
130292871,428816,433305,2,14-Jul-13,400,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,21,Taxi/Private hire car,
130292871,428816,433305,2,14-Jul-13,400,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,26,Taxi/Private hire car,
130292871,428816,433305,2,14-Jul-13,400,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,28,Taxi/Private hire car,
130292871,428816,433305,2,14-Jul-13,400,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,32,Taxi/Private hire car,
130292910,432684,427454,2,01-Jul-13,855,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,M/cycle 50cc and under,
130293248,423574,437574,2,16-Jul-13,1230,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Pedal cycle,
130293533,433177,434014,2,16-Jul-13,1350,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Bus or coach (17 or more passenger seats),
130293533,433177,434014,2,16-Jul-13,1350,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Bus or coach (17 or more passenger seats),
130293706,430547,435816,1,16-Jul-13,1912,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,5,Car,
130293723,432103,436044,2,16-Jul-13,1825,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,70,Pedal cycle,
130293733,424841,434721,1,16-Jul-13,1830,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25,Bus or coach (17 or more passenger seats),
